Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
10,86,9.5,74,partly cloudy,1012.65,0,Summer,2,mountain,Rainy
-4,34,11,42,overcast,1150.77,8,Summer,15,inland,Snowy
20,68,7,16,partly cloudy,1024.18,11,Autumn,7.5,mountain,Sunny
-5,83,22,87,partly cloudy,993.89,9,Winter,2.5,mountain,Snowy
43,42,3,3,clear,1022.3,7,Winter,6.5,coastal,Sunny
12,81,14.5,85,overcast,1000.46,0,Autumn,5,inland,Rainy
66,86,11,106,clear,1014.41,6,Autumn,9.5,inland,Sunny
11,91,33,73,partly cloudy,999.97,0,Winter,1.5,inland,Rainy
-6,96,10.5,75,overcast,986.32,0,Winter,4,mountain,Snowy
46,106,20,75,clear,1012.23,8,Autumn,10,coastal,Sunny
-4,96,19.5,90,overcast,995.61,1,Winter,4.5,mountain,Snowy
25,68,8.5,29,overcast,1015.64,3,Autumn,7.5,coastal,Cloudy
4,62,15,90,overcast,981.92,0,Winter,2.5,inland,Snowy
-2,88,10.5,101,overcast,984.77,6,Winter,0.5,mountain,Snowy
12,61,5.5,50,overcast,1017.93,3,Spring,1.5,coastal,Rainy
-13,69,3.5,26,overcast,930.59,2,Winter,2,coastal,Snowy
25,59,1,8,clear,1029.79,11,Spring,9.5,coastal,Sunny
21,66,13,59,partly cloudy,1008.59,2,Winter,1.5,mountain,Rainy
-4,65,7.5,58,partly cloudy,989.56,1,Winter,4.5,inland,Snowy
26,28,5.5,4,clear,1021.68,7,Spring,9,mountain,Sunny
41,23,8.5,5,clear,1026.96,10,Autumn,6,inland,Sunny
13,92,16,56,overcast,1007.49,2,Winter,3,mountain,Rainy
-1,94,3.5,60,overcast,986.81,1,Winter,3.5,mountain,Snowy
25,40,7,4,partly cloudy,1020.05,11,Spring,8,mountain,Sunny
21,70,20,101,overcast,1010.6,13,Summer,10.5,coastal,Cloudy
30,50,1,15,overcast,1007.28,1,Summer,6.5,coastal,Cloudy
10,52,11,48,partly cloudy,1001.08,1,Spring,6,inland,Cloudy
39,38,5,14,clear,1014.79,10,Summer,6.5,coastal,Sunny
38,48,8.5,3,clear,1012.22,8,Autumn,6,inland,Sunny
36,52,5,15,clear,1011.81,7,Autumn,9,coastal,Sunny
-2,73,19.5,62,partly cloudy,988.48,0,Winter,5,inland,Snowy
-8,88,1,70,overcast,992.06,0,Winter,3.5,mountain,Snowy
30,70,8,29,partly cloudy,1007.81,3,Autumn,7,coastal,Cloudy
-9,79,2.5,56,overcast,995.49,1,Winter,3,mountain,Snowy
21,56,13,19,overcast,1017.64,1,Autumn,6,mountain,Cloudy
12,78,29,78,overcast,993.82,6,Spring,4,inland,Rainy
11,77,9,19,overcast,1013.48,4,Autumn,5,inland,Cloudy
12,64,10.5,68,overcast,1007.82,0,Winter,3,mountain,Rainy
15,56,12.5,39,overcast,1011.58,3,Spring,6,mountain,Cloudy
13,52,8.5,35,partly cloudy,1007.99,1,Winter,7.5,mountain,Cloudy
20,81,9.5,66,overcast,1004.71,3,Spring,2,coastal,Rainy
34,67,1,45,partly cloudy,1001.78,1,Spring,6.5,mountain,Cloudy
19,29,6,84,partly cloudy,984.17,2,Winter,19.5,mountain,Cloudy
43,71,12,81,cloudy,807.13,10,Winter,3.5,coastal,Sunny
38,106,1,81,clear,1012.66,9,Autumn,8.5,coastal,Sunny
-2,78,3,21,overcast,1057.25,0,Spring,18,mountain,Sunny
-6,79,0.5,68,overcast,989.59,0,Winter,3,mountain,Snowy
27,60,11.5,67,partly cloudy,999.61,9,Summer,1.5,mountain,Sunny
22,76,0,47,partly cloudy,1015.96,1,Summer,7.5,mountain,Cloudy
14,65,10.5,58,overcast,1007.55,0,Summer,3,coastal,Rainy
-9,95,19,82,overcast,988.4,1,Winter,5,mountain,Snowy
2,80,3.5,63,overcast,983.09,1,Winter,5,mountain,Snowy
33,24,3.5,7,clear,1016.52,5,Autumn,5,inland,Sunny
14,55,14,30,overcast,1001.35,3,Spring,8,coastal,Cloudy
1,70,18.5,89,overcast,982.84,1,Winter,2.5,inland,Snowy
-4,73,0,81,overcast,892.31,14,Summer,15.5,inland,Sunny
12,65,11.5,32,overcast,1015.02,2,Autumn,7.5,coastal,Cloudy
30,46,3,5,partly cloudy,1012.7,8,Autumn,5.5,coastal,Sunny
41,28,5,17,partly cloudy,1026.26,9,Autumn,9,mountain,Sunny
23,49,0.5,1,clear,1018.88,7,Autumn,9,coastal,Sunny
-6,83,8,90,overcast,991.34,1,Winter,1,inland,Snowy
1,95,2.5,83,overcast,997.12,0,Winter,1.5,inland,Snowy
32,68,5.5,38,partly cloudy,1008.33,2,Autumn,8.5,inland,Cloudy
-12,93,20,80,overcast,988.25,14,Winter,3,inland,Snowy
12,73,13.5,33,partly cloudy,1005.12,3,Spring,6.5,inland,Cloudy
3,95,11.5,85,overcast,982.49,1,Winter,1.5,mountain,Snowy
22,51,3,2,clear,1019.86,5,Winter,8,inland,Sunny
-6,96,20,78,partly cloudy,984.51,1,Winter,1,mountain,Snowy
15,60,13.5,61,overcast,1006.08,3,Spring,2.5,mountain,Rainy
42,67,4.5,7,clear,1027.05,11,Summer,5,inland,Sunny
-7,66,18,80,overcast,986.3,0,Winter,4.5,inland,Snowy
12,83,5,54,overcast,1009.96,2,Winter,3,inland,Rainy
26,35,4,16,clear,1021.07,9,Summer,6.5,mountain,Sunny
3,90,10,88,overcast,999.86,0,Winter,5,mountain,Snowy
15,66,8.5,75,overcast,1001.76,1,Autumn,2.5,inland,Rainy
25,74,9.5,94,partly cloudy,991.25,2,Spring,1.5,inland,Rainy
-11,24,8,19,cloudy,851.63,8,Winter,9.5,coastal,Rainy
47,70,2.5,60,partly cloudy,885.57,5,Spring,3,coastal,Cloudy
29,93,32,89,overcast,1008.32,12,Summer,4.5,coastal,Rainy
-7,96,16.5,50,partly cloudy,993.55,0,Winter,5,inland,Snowy
27,62,8,13,clear,1028.64,8,Spring,8,mountain,Sunny
21,41,8.5,13,clear,1010.11,11,Autumn,8.5,coastal,Sunny
16,63,8,14,partly cloudy,1016.32,1,Summer,5.5,inland,Cloudy
22,78,6.5,46,partly cloudy,1017.49,3,Spring,7,inland,Cloudy
26,69,3.5,3,clear,1012.11,7,Autumn,10,mountain,Sunny
30,57,11.5,49,overcast,1000.09,2,Winter,7,coastal,Cloudy
23,99,14,76,partly cloudy,1011.51,2,Summer,1.5,mountain,Rainy
10,108,6.5,82,overcast,981.24,10,Winter,1,inland,Snowy
35,85,14.5,81,clear,1021.14,7,Winter,4,coastal,Sunny
33,58,8,3,partly cloudy,1021.04,10,Spring,8,mountain,Sunny
26,68,13,37,partly cloudy,1003.85,2,Spring,8,inland,Cloudy
-3,73,22.5,105,overcast,984.53,2,Winter,1,mountain,Snowy
30,54,4,33,partly cloudy,1009.9,4,Summer,5.5,inland,Cloudy
32,53,1,3,clear,1020.72,7,Winter,5.5,mountain,Sunny
27,98,12,94,partly cloudy,1010.09,3,Spring,4,mountain,Rainy
64,73,26.5,76,partly cloudy,1003.76,5,Autumn,0.5,inland,Cloudy
25,21,1.5,19,partly cloudy,1024.59,5,Summer,5.5,coastal,Sunny
16,76,10,99,overcast,1014.09,2,Spring,5,mountain,Rainy
23,89,17.5,95,partly cloudy,1017.57,5,Autumn,0.5,inland,Rainy
-9,93,6.5,54,overcast,981.5,0,Winter,2.5,mountain,Snowy
30,64,8,91,overcast,1016.11,0,Autumn,3,coastal,Rainy
-11,72,3.5,69,overcast,1060.27,10,Winter,14,mountain,Rainy
2,86,13.5,72,partly cloudy,983.74,13,Winter,3,inland,Snowy
-4,108,0.5,92,overcast,985.17,5,Winter,2,inland,Snowy
10,51,5,15,overcast,1015.31,2,Summer,7.5,mountain,Cloudy
-1,36,8,60,overcast,1030.23,10,Spring,15.5,inland,Sunny
33,43,0,13,partly cloudy,1029.82,10,Spring,8.5,inland,Sunny
75,104,5.5,87,clear,1011.7,6,Summer,13,coastal,Sunny
19,69,18,90,overcast,1012.44,2,Winter,2,coastal,Rainy
30,108,9.5,101,partly cloudy,1005.81,8,Winter,5.5,inland,Cloudy
10,76,12.5,29,overcast,1011.93,3,Autumn,8,inland,Cloudy
20,61,1,32,overcast,1013.06,2,Autumn,7.5,mountain,Cloudy
66,80,11.5,97,clear,1027.84,9,Spring,5.5,inland,Sunny
16,98,13,75,overcast,994.18,0,Autumn,1.5,inland,Rainy
-7,66,7,76,overcast,985.52,0,Winter,5,mountain,Snowy
39,58,5,13,clear,1024.2,9,Autumn,7,inland,Sunny
21,65,5.5,82,overcast,1170.94,6,Autumn,3.5,mountain,Cloudy
23,68,1,13,overcast,1002.42,3,Spring,8.5,coastal,Cloudy
18,56,3.5,15,overcast,1003.46,1,Summer,5.5,mountain,Cloudy
24,92,12.5,56,overcast,1013.18,3,Summer,5,inland,Rainy
-7,94,36,77,overcast,987.47,13,Winter,0.5,inland,Snowy
20,60,3,37,overcast,1014.72,3,Winter,6,mountain,Cloudy
11,44,2.5,65,overcast,966.42,6,Spring,4,coastal,Cloudy
23,41,8,18,partly cloudy,1027.83,7,Autumn,9.5,inland,Sunny
44,35,7,2,partly cloudy,1011.3,6,Spring,6.5,inland,Sunny
25,72,18.5,96,overcast,1009.34,2,Winter,1.5,mountain,Rainy
20,75,13,32,partly cloudy,1002.16,3,Summer,8,inland,Cloudy
-7,95,14,91,overcast,990.96,1,Winter,5,mountain,Snowy
-6,93,38,97,partly cloudy,997.52,7,Winter,5.5,mountain,Snowy
62,101,19.5,77,overcast,1006.98,9,Spring,3,mountain,Cloudy
38,43,1,14,clear,1017.61,10,Autumn,6.5,mountain,Sunny
19,76,27.5,102,partly cloudy,999.29,7,Winter,5,coastal,Rainy
30,108,9,72,clear,1012.44,12,Summer,4.5,mountain,Sunny
26,72,10,94,overcast,1002.88,1,Summer,2.5,coastal,Rainy
37,63,3.5,17,clear,1025.55,7,Winter,5.5,coastal,Sunny
39,35,9.5,71,cloudy,852.69,13,Autumn,1,inland,Cloudy
40,28,2.5,13,partly cloudy,1014.62,8,Summer,5,inland,Sunny
21,92,12,88,overcast,1013.2,2,Winter,1.5,coastal,Rainy
32,59,3,15,partly cloudy,1004.35,4,Winter,7,mountain,Cloudy
10,90,6,54,overcast,994.68,0,Summer,3,inland,Rainy
37,61,3,13,partly cloudy,1027.24,6,Autumn,9,inland,Sunny
43,33,12.5,77,overcast,1154.78,14,Summer,7.5,inland,Sunny
15,71,11.5,72,partly cloudy,1007.88,3,Summer,5,coastal,Rainy
85,72,11.5,101,clear,1028.71,6,Spring,7,mountain,Sunny
42,90,41,89,overcast,1003.01,6,Spring,4,coastal,Rainy
11,65,3.5,47,partly cloudy,1013.23,4,Summer,8,mountain,Cloudy
30,73,13,78,partly cloudy,999.13,0,Summer,2.5,coastal,Rainy
22,72,7.5,23,overcast,1005.36,3,Autumn,7.5,mountain,Cloudy
30,72,13.5,28,overcast,1004.88,4,Autumn,8,mountain,Cloudy
33,76,7.5,24,overcast,1011.16,3,Autumn,6,coastal,Cloudy
34,73,6.5,92,overcast,991.93,1,Summer,5,inland,Rainy
22,46,12,50,cloudy,1021.36,11,Winter,4.5,inland,Cloudy
32,53,10,43,partly cloudy,1017.86,2,Autumn,5.5,coastal,Cloudy
24,68,9,0,clear,1017.94,9,Winter,7,inland,Sunny
53,74,3,76,partly cloudy,1012.12,2,Autumn,11.5,inland,Sunny
21,104,26,95,partly cloudy,1008.13,13,Winter,8.5,inland,Cloudy
32,26,5.5,10,cloudy,1143.32,11,Spring,2.5,coastal,Rainy
44,30,2,2,clear,1019.88,11,Autumn,5.5,inland,Sunny
41,35,13,70,partly cloudy,852.68,7,Winter,15,inland,Sunny
12,76,0.5,15,partly cloudy,1008.33,1,Autumn,6,coastal,Cloudy
25,63,4,0,clear,1022.5,6,Spring,9.5,inland,Sunny
-4,94,9,65,overcast,988.34,1,Winter,3.5,mountain,Snowy
13,87,20,86,partly cloudy,994.76,3,Winter,5,coastal,Rainy
42,75,8,77,overcast,1010.43,11,Spring,1,inland,Cloudy
-7,63,14,58,overcast,984.2,0,Winter,1.5,inland,Snowy
19,57,6.5,19,partly cloudy,1018.46,2,Summer,6,inland,Cloudy
2,60,5,60,overcast,990.59,0,Winter,4.5,inland,Snowy
23,76,9.5,38,partly cloudy,1002.62,3,Summer,6,mountain,Cloudy
-9,68,15.5,83,overcast,995.49,0,Winter,4,mountain,Snowy
19,74,44,83,overcast,1010.35,14,Summer,1,coastal,Rainy
37,109,21,94,partly cloudy,994.49,11,Spring,3.5,mountain,Rainy
-1,96,3.5,76,partly cloudy,980.9,0,Winter,4,inland,Snowy
26,65,2,34,partly cloudy,1011.74,4,Autumn,7,mountain,Cloudy
10,78,8.5,60,overcast,1000.02,1,Summer,2.5,inland,Rainy
-1,70,2,57,overcast,982.76,1,Winter,4,mountain,Snowy
-4,20,13,66,overcast,897.46,4,Winter,2,coastal,Rainy
21,74,12,33,partly cloudy,1010.11,2,Summer,7.5,coastal,Cloudy
23,83,6,56,overcast,1000.16,0,Summer,2.5,mountain,Rainy
-15,93,3,89,overcast,990.19,14,Winter,3.5,mountain,Snowy
26,74,8.5,61,partly cloudy,994.22,2,Spring,2,mountain,Rainy
31,61,0.5,33,overcast,1009.13,3,Spring,8,coastal,Cloudy
-6,34,1.5,42,partly cloudy,864.11,13,Autumn,6,coastal,Rainy
12,70,18,97,overcast,995.36,0,Spring,4,coastal,Rainy
13,55,7.5,18,overcast,1009.51,1,Summer,8,mountain,Cloudy
3,87,33,86,overcast,990.47,12,Winter,3,mountain,Snowy
12,94,19,56,partly cloudy,1003.53,2,Autumn,3.5,coastal,Rainy
4,69,8.5,75,overcast,998.4,0,Winter,4,mountain,Snowy
2,75,7.5,99,overcast,997.93,7,Winter,3,mountain,Snowy
38,68,8.5,16,clear,1013.57,5,Spring,5.5,mountain,Sunny
34,91,14,95,overcast,1000.64,3,Winter,5,inland,Rainy
30,20,2.5,15,clear,1018.98,5,Spring,6,coastal,Sunny
-8,81,10,75,overcast,991.05,8,Winter,1,inland,Snowy
21,26,2.5,3,clear,1011.68,8,Summer,5,mountain,Sunny
-4,87,14.5,68,overcast,992.78,0,Winter,4,mountain,Snowy
0,76,26.5,97,overcast,996.71,1,Winter,1.5,inland,Snowy
-10,95,18.5,58,overcast,984.49,0,Winter,3,inland,Snowy
42,50,1,11,clear,1022.88,11,Autumn,5.5,coastal,Sunny
-1,60,10,50,partly cloudy,992.7,0,Winter,1,mountain,Snowy
-9,92,5,69,partly cloudy,986.51,0,Winter,2.5,mountain,Snowy
17,73,7,45,partly cloudy,1018.89,2,Summer,5.5,inland,Cloudy
41,22,0.5,10,clear,1016.47,5,Winter,7.5,coastal,Sunny
-6,73,6.5,92,overcast,980.75,1,Winter,1.5,mountain,Snowy
-4,92,18.5,70,overcast,982.16,0,Winter,4,inland,Snowy
25,60,1,39,overcast,1009.34,3,Winter,7,mountain,Cloudy
44,38,1,7,partly cloudy,1020.35,7,Autumn,6.5,coastal,Sunny
43,52,10,43,cloudy,975.05,7,Summer,18.5,coastal,Rainy
3,70,2,68,cloudy,1159.16,12,Autumn,15.5,mountain,Sunny
3,64,2.5,78,overcast,989.12,1,Winter,2,inland,Snowy
38,47,1.5,8,clear,1017.81,7,Spring,9.5,mountain,Sunny
3,68,6,82,overcast,988.65,0,Winter,4,mountain,Snowy
21,64,8.5,80,overcast,1008.45,0,Spring,2,inland,Rainy
28,69,7.5,59,overcast,1011.17,3,Winter,3,coastal,Rainy
21,68,4.5,0,clear,1017.24,7,Spring,8,inland,Sunny
17,32,0,81,overcast,949.95,1,Summer,6,inland,Sunny
17,68,10,44,partly cloudy,1007.36,4,Spring,8,inland,Cloudy
2,69,7.5,84,cloudy,837.34,13,Summer,3,mountain,Snowy
11,59,8.5,15,overcast,1011.92,2,Winter,7.5,mountain,Cloudy
34,96,10,62,overcast,1009.23,3,Summer,2.5,inland,Rainy
30,71,9.5,45,partly cloudy,1003.98,4,Winter,5,mountain,Cloudy
28,32,5,2,clear,1028.19,10,Summer,9.5,inland,Sunny
21,67,9,88,partly cloudy,1013.69,1,Winter,4,mountain,Rainy
20,58,7.5,2,clear,1011.32,10,Autumn,6,mountain,Sunny
27,81,17.5,82,clear,1028.49,4,Winter,11.5,mountain,Sunny
28,48,8,15,clear,1016.3,9,Autumn,7,coastal,Sunny
25,53,4,6,clear,1024.05,11,Spring,8,mountain,Sunny
52,83,28.5,96,overcast,1000.28,3,Winter,0.5,coastal,Rainy
28,30,8,12,partly cloudy,1021.11,7,Spring,6,inland,Sunny
37,95,5.5,78,partly cloudy,1002.44,3,Autumn,8.5,mountain,Cloudy
1,95,9.5,75,overcast,988.27,1,Winter,5,inland,Snowy
28,54,0,28,overcast,1002.12,3,Spring,6,coastal,Cloudy
34,38,5,13,clear,1021.71,10,Winter,7,coastal,Sunny
25,64,6,34,partly cloudy,1004.09,1,Autumn,7,mountain,Cloudy
-19,93,7.5,103,partly cloudy,994.04,14,Winter,2,mountain,Snowy
22,65,13,31,partly cloudy,1016.64,4,Summer,6.5,mountain,Cloudy
36,54,3.5,9,clear,1023.47,7,Winter,7,coastal,Sunny
28,65,13,86,partly cloudy,1006.89,2,Autumn,2.5,coastal,Rainy
43,62,8,3,clear,1020.18,7,Autumn,6.5,mountain,Sunny
11,83,33,104,partly cloudy,1005.89,9,Summer,4.5,coastal,Cloudy
1,80,12,67,overcast,980.94,0,Winter,4.5,inland,Snowy
30,25,8.5,4,clear,1023.11,8,Winter,9.5,inland,Sunny
29,27,13,22,partly cloudy,1127.97,6,Winter,9.5,mountain,Sunny
20,41,2.5,11,clear,1014.53,10,Autumn,6,coastal,Sunny
22,74,0.5,39,partly cloudy,1017.46,3,Winter,7,mountain,Cloudy
97,100,5,96,clear,1018.66,10,Autumn,3.5,inland,Sunny
-4,81,2,81,overcast,993.59,1,Winter,2.5,inland,Snowy
23,66,11,23,overcast,1017.69,2,Winter,5,inland,Cloudy
27,53,2,8,partly cloudy,1028.55,7,Spring,9.5,inland,Sunny
-4,98,0.5,54,overcast,985.51,0,Winter,3,mountain,Snowy
32,66,13,21,partly cloudy,1006.06,3,Summer,7,inland,Cloudy
11,102,31,85,partly cloudy,995.1,9,Winter,1.5,inland,Rainy
24,23,9,18,clear,1020.46,7,Winter,7,coastal,Sunny
2,61,19.5,85,overcast,996.86,1,Winter,3,inland,Snowy
3,72,15.5,96,partly cloudy,997,0,Winter,2.5,mountain,Snowy
28,92,19.5,78,overcast,1017.8,2,Autumn,2,coastal,Rainy
28,86,14,70,overcast,1013.96,3,Summer,2.5,coastal,Rainy
-6,99,14,72,overcast,984.73,0,Winter,4,mountain,Snowy
23,77,13,48,partly cloudy,1018.23,3,Winter,8.5,inland,Cloudy
-4,96,20.5,76,overcast,992.65,0,Winter,2.5,inland,Snowy
-9,86,25,85,overcast,982.06,10,Winter,2.5,mountain,Snowy
32,64,15.5,96,overcast,1019.47,0,Autumn,3.5,mountain,Rainy
-10,86,19.5,79,partly cloudy,991.64,0,Winter,2,mountain,Snowy
28,63,4.5,18,partly cloudy,1013.83,11,Autumn,8.5,inland,Sunny
28,71,20,59,overcast,998.86,3,Winter,1.5,mountain,Rainy
32,31,12,29,partly cloudy,1063.71,7,Autumn,6,coastal,Sunny
12,99,18,65,overcast,1010.8,1,Winter,1.5,inland,Rainy
4,78,9,79,overcast,983.75,0,Winter,5,inland,Snowy
25,54,12,49,overcast,1003.54,4,Winter,5,coastal,Cloudy
32,73,5.5,73,partly cloudy,1005.24,2,Winter,2.5,inland,Rainy
33,36,9,0,partly cloudy,1020.17,11,Summer,9.5,inland,Sunny
84,81,2,71,clear,1010.56,10,Spring,4,inland,Sunny
-6,93,2.5,89,partly cloudy,996.32,1,Winter,2,mountain,Snowy
31,56,7.5,49,partly cloudy,1015.65,1,Winter,7,mountain,Cloudy
25,53,10.5,39,overcast,1008.15,3,Spring,8.5,mountain,Cloudy
14,61,8.5,26,partly cloudy,1018.16,4,Spring,6.5,mountain,Cloudy
33,63,10,39,overcast,1003.66,4,Autumn,8,coastal,Cloudy
-15,70,14,69,overcast,857.72,4,Summer,9.5,mountain,Sunny
29,44,4,19,clear,1023.01,10,Winter,9.5,inland,Sunny
0,76,16,60,partly cloudy,999.71,1,Winter,3.5,mountain,Snowy
48,33,6.5,55,overcast,927.67,5,Winter,1,coastal,Sunny
34,79,1.5,34,overcast,1008.11,1,Winter,8.5,coastal,Cloudy
18,62,13.5,27,overcast,1186.57,2,Summer,17.5,inland,Rainy
38,36,2,7,clear,1024.42,9,Spring,10,mountain,Sunny
1,69,15,99,overcast,997.52,0,Winter,4.5,mountain,Snowy
11,63,8,91,overcast,1008.25,0,Summer,1.5,mountain,Rainy
9,33,9,20,partly cloudy,857.34,2,Spring,10.5,mountain,Rainy
-5,79,9.5,72,overcast,990.42,1,Winter,2.5,mountain,Snowy
13,99,18.5,70,overcast,1008.25,1,Summer,2.5,mountain,Rainy
20,90,17,75,overcast,1017.62,3,Winter,2.5,mountain,Rainy
23,21,9.5,12,partly cloudy,1015.87,6,Summer,7,coastal,Sunny
-6,76,12,46,cloudy,931.12,3,Autumn,4,inland,Rainy
25,40,9.5,14,clear,1026.38,6,Autumn,7.5,inland,Sunny
42,56,8,14,partly cloudy,1015.38,7,Autumn,7,inland,Sunny
22,42,4,8,clear,1028.58,8,Spring,8,coastal,Sunny
1,98,19,54,overcast,997.26,0,Winter,2.5,inland,Snowy
27,78,8,21,partly cloudy,1019.21,2,Autumn,6.5,coastal,Cloudy
39,46,2,12,clear,1014.9,8,Winter,9.5,mountain,Sunny
26,98,12,63,partly cloudy,1008.53,3,Winter,2.5,coastal,Rainy
44,91,24.5,73,overcast,1017.53,2,Winter,0.5,inland,Rainy
60,91,15,100,partly cloudy,1022.88,10,Summer,13,coastal,Sunny
27,89,8,85,partly cloudy,1018.88,5,Spring,9,coastal,Sunny
-18,28,5.5,42,partly cloudy,938.68,8,Autumn,2,coastal,Rainy
-5,92,9,84,overcast,998.06,1,Winter,4.5,mountain,Snowy
2,71,10,59,overcast,997.45,0,Winter,2.5,mountain,Snowy
19,64,5.5,27,partly cloudy,1003.31,2,Autumn,8,inland,Cloudy
24,66,1,12,clear,1022.17,9,Autumn,10,coastal,Sunny
41,103,24,93,overcast,1009,6,Autumn,11,inland,Cloudy
10,79,7,34,overcast,1019.41,1,Summer,7,coastal,Cloudy
30,54,12,35,partly cloudy,1017.78,1,Autumn,6,mountain,Cloudy
21,108,34,82,overcast,1001.29,6,Winter,5,coastal,Cloudy
36,36,3,16,clear,1015.2,11,Spring,9.5,coastal,Sunny
12,69,8,34,partly cloudy,1010.99,4,Autumn,7,inland,Cloudy
27,66,8.5,23,overcast,1017.97,4,Spring,7.5,coastal,Cloudy
29,70,10,29,overcast,1004.78,4,Spring,7.5,inland,Cloudy
0,73,16,76,overcast,985.73,0,Winter,3.5,inland,Snowy
-6,94,7,92,overcast,980.64,1,Winter,2.5,inland,Snowy
27,87,18.5,63,overcast,992.66,2,Summer,1,inland,Rainy
-7,76,7.5,68,overcast,981.83,1,Winter,3.5,inland,Snowy
28,69,9,31,overcast,1006.99,4,Spring,5,coastal,Cloudy
27,55,10,10,clear,1011.66,6,Winter,9,inland,Sunny
-2,96,14,59,overcast,994.55,1,Winter,4.5,inland,Snowy
38,58,2,15,partly cloudy,1020.46,5,Autumn,9.5,inland,Sunny
-5,60,9.5,95,overcast,995.4,1,Winter,5,mountain,Snowy
-5,77,0.5,93,overcast,985.06,0,Winter,4,inland,Snowy
22,72,1.5,46,partly cloudy,1012.43,4,Autumn,5.5,coastal,Cloudy
45,21,14.5,29,cloudy,827.53,14,Winter,1,inland,Snowy
33,66,10.5,99,partly cloudy,996.42,0,Winter,5,mountain,Rainy
-1,78,12.5,89,overcast,981.15,1,Winter,2,inland,Snowy
33,50,11.5,48,partly cloudy,1017.08,1,Autumn,6.5,inland,Cloudy
27,70,12.5,59,overcast,995.11,2,Autumn,4,inland,Rainy
34,91,15.5,50,overcast,1002.95,1,Winter,4.5,coastal,Rainy
-13,76,38.5,70,overcast,983.55,8,Winter,3,mountain,Snowy
25,68,7.5,99,overcast,1015.65,1,Spring,4.5,coastal,Rainy
4,85,19.5,77,overcast,991.67,0,Winter,5,mountain,Snowy
-20,24,11.5,81,overcast,1105.12,2,Winter,3,mountain,Rainy
4,97,4.5,77,overcast,990.82,1,Winter,2.5,inland,Snowy
43,29,3.5,17,clear,1029.17,5,Spring,5,inland,Sunny
11,61,9.5,41,partly cloudy,1008.3,3,Summer,6.5,mountain,Cloudy
11,67,7,30,partly cloudy,1000.72,3,Spring,7,inland,Cloudy
43,34,6,9,partly cloudy,1023.04,6,Winter,8,mountain,Sunny
17,76,24.5,98,overcast,1013.75,11,Spring,5.5,mountain,Rainy
-4,64,20,62,overcast,998.18,0,Winter,2.5,mountain,Snowy
14,78,8,21,overcast,1002.38,3,Summer,8.5,mountain,Cloudy
-5,81,2,87,overcast,984.52,0,Winter,2,mountain,Snowy
26,97,15.5,70,overcast,992.5,0,Spring,1.5,inland,Rainy
26,78,15.5,77,overcast,1016.92,1,Autumn,2.5,mountain,Rainy
41,54,9,4,partly cloudy,1013.57,11,Autumn,6,inland,Sunny
-2,78,3,97,overcast,993.68,1,Winter,1.5,mountain,Snowy
28,56,9.5,16,overcast,1132.51,10,Winter,19,mountain,Sunny
-4,74,7.5,59,overcast,987.97,1,Winter,4,mountain,Snowy
28,76,11.5,44,partly cloudy,1016.96,4,Autumn,6,coastal,Cloudy
33,94,12.5,91,partly cloudy,1009.87,0,Summer,4,inland,Rainy
23,93,6,77,overcast,1013.28,0,Winter,2.5,coastal,Rainy
12,56,13.5,21,partly cloudy,1002.46,1,Spring,5.5,inland,Cloudy
11,50,5.5,28,overcast,1005.71,1,Spring,8,coastal,Cloudy
-3,86,3,82,overcast,996.59,1,Winter,4,mountain,Snowy
32,79,10,33,partly cloudy,1010.21,1,Winter,7.5,coastal,Cloudy
29,67,8.5,47,partly cloudy,1006.38,4,Autumn,8,mountain,Cloudy
15,72,8.5,78,overcast,1010.21,0,Winter,3.5,mountain,Rainy
12,80,10,64,overcast,1005.04,1,Winter,1,coastal,Rainy
-2,91,16.5,53,overcast,982.67,1,Winter,3,inland,Snowy
37,96,0.5,95,clear,1011.57,5,Spring,2.5,inland,Sunny
25,68,12.5,76,overcast,996.26,1,Spring,4,coastal,Rainy
28,58,6.5,11,clear,1025.37,10,Summer,9,inland,Sunny
-2,62,1.5,88,overcast,984.23,1,Winter,2,mountain,Snowy
30,80,17.5,54,overcast,991.7,3,Winter,4.5,coastal,Rainy
25,58,15,12,partly cloudy,1000.72,4,Spring,8.5,coastal,Cloudy
-9,65,7,67,overcast,990.43,1,Winter,4,inland,Snowy
30,94,18,82,overcast,1012.92,3,Winter,3,mountain,Rainy
24,38,3.5,16,partly cloudy,1010.72,5,Autumn,9,inland,Sunny
32,30,9.5,13,clear,1011.11,6,Winter,7.5,coastal,Sunny
25,66,8.5,3,clear,1013.33,6,Summer,6,coastal,Sunny
39,102,26,94,partly cloudy,1005.54,8,Summer,5.5,coastal,Cloudy
12,90,15,78,partly cloudy,1018.83,0,Winter,2,coastal,Rainy
-10,95,12.5,88,overcast,984.88,1,Winter,2,inland,Snowy
22,76,17.5,86,overcast,990.3,1,Summer,4,coastal,Rainy
-5,60,11.5,61,overcast,995.16,1,Winter,4,mountain,Snowy
30,59,9.5,22,overcast,1004.19,3,Summer,5,inland,Cloudy
-5,72,1.5,67,overcast,988.44,1,Winter,3,mountain,Snowy
32,77,9.5,21,partly cloudy,1006.4,4,Autumn,5.5,mountain,Cloudy
29,54,3.5,44,overcast,1007.09,4,Autumn,6.5,inland,Cloudy
